Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1415158,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1415748,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1415788,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1371891,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1415770,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1416519,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1413143,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1418841,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1384544,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1410140,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1411631,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1412313,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1412641,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1412645,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1412646,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1412648,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1261175,CVE-2018-5090,critical,"January 23, 2018","Mozilla developers and community members Calixte Denizet, Christian Holler, Alex Gaynor, Yoshi Huang, Bob Clary, Nils Ohlmeier, Jason Kratzer, Jesse Ruderman, Philipp, Mike Taylor, Marcia Knous, Paul Adenot, Randell Jesup, JW Wang, Tyson Smith, Emilio Cobos Álvarez, Ted Campbell, Stephen Fewer, Tristan Bourvon, and Jet Villegas reported memory safety bugs present in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,10.0 HIGH,<=57.0.4
firefox58,https://bugzilla.mozilla.org/buglist.cgi?bug_id=1412420%2C1426783%2C1422389%2C1415598%2C1410134%2C1408017%2C1224396%2C1382366%2C1415582%2C1417797%2C1409951%2C1414452%2C1428589%2C1425780%2C1399520%2C1418854%2C1408276%2C1412145%2C1331209%2C1425612,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1412420,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1426783,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1422389,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1415598,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1410134,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1408017,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1224396,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1382366,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1415582,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1417797,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1409951,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1414452,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1428589,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1425780,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1399520,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1418854,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1408276,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1412145,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1331209,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox58,https://bugzilla.mozilla.org/show_bug.cgi?id=1425612,CVE-2018-5089,critical,"January 23, 2018","Mozilla developers and community members Christian Holler, Jason Kratzer, Marcia Knous, Nathan Froyd, Oriol Brufau, Ronald Crane, Randell Jesup, Tyson Smith, Emilio Cobos Álvarez, Ryan VanderMeulen, Sebastian Hengst, Karl Tomlinson, Xidorn Quan, Ludovic Hirlimann, and Jason Orendorff reported memory safety bugs present in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.",06/11/2018,CWE-119,7.5 HIGH,<=58.0
firefox57.0.2,https://bugzilla.mozilla.org/show_bug.cgi?id=1402372,CVE-2017-7845,critical,"December  7, 2017","A buffer overflow occurs when drawing and validating elements using Direct 3D 9 with the ANGLE graphics library, used for WebGL content. This is due to an incorrect value being passed within the library during checks and results in a potentially exploitable crash. <br><em>Note: This attack only affects Windows operating systems. Other operating systems are unaffected.</em> ",06/11/2018,CWE-119,9.3 HIGH,<57.0.2
firefox57.0.1,https://bugzilla.mozilla.org/show_bug.cgi?id=1410106,CVE-2017-7843,high,"November 29, 2017","When Private Browsing mode is used, it is possible for a web worker to write persistent data to IndexedDB and fingerprint a user uniquely. IndexedDB should not be available in Private Browsing mode and this stored data will persist across multiple private browsing mode sessions because it is not cleared when exiting.",06/11/2018,CWE-200,5.0 MEDIUM,<57.0.1
firefox57.0.1,https://bugzilla.mozilla.org/show_bug.cgi?id=1420001,CVE-2017-7844,high,"November 29, 2017",A combination of an external SVG image referenced on a page and the coloring of anchor links stored within this image can be used to determine which pages a user has in their history. This can allow a malicious website to query user history. <br><em>Note: This issue only affects Firefox 57. Earlier releases are not affected.</em>,06/11/2018,CWE-200,4.3 MEDIUM,<57.0.1
firefox57,"https://bugzilla.mozilla.org/show_bug.cgi?id=1406750, https://bugzilla.mozilla.org/show_bug.cgi?id=1412252",CVE-2017-7828,critical,"November 14, 2017",A use-after-free vulnerability can occur when flushing and resizing layout because the <code>PressShell</code> object has been freed while still in use. This results in a potentially exploitable crash during these operations.,06/11/2018,CWE-416,7.5 HIGH,<57.0
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1406750,CVE-2017-7828,critical,"November 14, 2017",A use-after-free vulnerability can occur when flushing and resizing layout because the <code>PressShell</code> object has been freed while still in use. This results in a potentially exploitable crash during these operations.,06/11/2018,CWE-416,7.5 HIGH,<57.0
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1412252,CVE-2017-7828,critical,"November 14, 2017",A use-after-free vulnerability can occur when flushing and resizing layout because the <code>PressShell</code> object has been freed while still in use. This results in a potentially exploitable crash during these operations.,06/11/2018,CWE-416,7.5 HIGH,<57.0
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1408990,CVE-2017-7830,high,"November 14, 2017",The Resource Timing API incorrectly revealed navigations in cross-origin iframes. This is a same-origin policy violation and could allow for data theft of URLs loaded by users. ,06/11/2018,CWE-noinfo,4.3 MEDIUM,<57.0
firefox57,https://bugzilla.mozilla.org/show_bug.cgi?id=1392026,CVE-2017-7831,moderate,"November 14, 2017",A vulnerability where the security wrapper does not deny access to some exposed properties using the deprecated <code><em>exposedProps</em></code> mechanism on proxy objects. These properties should be explicitly unavailable to proxy objects. ,06/11/2018,CWE-200,5.0 MEDIUM,<=56.0.2
