Fixed in,Bug Report,CVE ID,Advisory Impact,Announced,Description,NVD Publish Date,CWE,CVSS2 Severity,Affected Versions,Bug Status,Bug Report Severity,Bug Open Date,Bug Close Date,Affected Files
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1420296,CVE-2020-6809,moderate,"March 10, 2020","When a Web Extension had the all-urls permission and made a fetch request with a mode set to 'same-origin', it was possible for the Web Extension to read local files.",03/25/2020,CWE-200,5.0 MEDIUM,<74.0,VERIFIED FIXED,normal,1511476943,1579038767,dom/fetch/Request.cpp
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1432856,CVE-2020-6810,moderate,"March 10, 2020","After a website had entered fullscreen mode, it could have used a previously opened popup to obscure the notification that indicates the browser is in fullscreen mode. Combined with spoofing the browser chrome, this could have led to confusing the user about the current origin of the page and credential theft or other attacks.",03/25/2020,CWE-290,4.3 MEDIUM,<74.0,VERIFIED FIXED,normal,1516816626,1579211574,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1607742,CVE-2020-6811,moderate,"March 10, 2020","The 'Copy as cURL' feature of Devtools' network tab did not properly escape the HTTP method of a request, which can be controlled by the website. If a user used the 'Copy as Curl' feature and pasted the command into a terminal, it could have resulted in command injection and arbitrary command execution.",03/25/2020,CWE-74,6.8 MEDIUM,<74.0,RESOLVED FIXED,normal,1578489474,1581618753,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1613765,CVE-2019-20503,moderate,"March 10, 2020","The inputs to <code>sctp_load_addresses_from_init</code> are verified by <code>sctp_arethere_unrecognized_parameters</code>; however, the two functions handled parameter bounds differently, resulting in out of bounds reads when parameters are partially outside a chunk.",03/06/2020,CWE-125,4.3 MEDIUM,-,RESOLVED FIXED,normal,1581024916,1582062356,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1616661,CVE-2020-6812,moderate,"March 10, 2020","The first time AirPods are connected to an iPhone, they become named after the user's name by default (e.g. Jane Doe's AirPods.)  Websites with camera or microphone permission are able to enumerate device names, disclosing the user's name. To resolve this issue, Firefox added a special case that renames devices containing the substring 'AirPods' to simply 'AirPods'.",03/25/2020,CWE-200,5.0 MEDIUM,<74.0,VERIFIED FIXED,normal,1582144151,1582619622,dom/media/MediaManager.cpp
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1605814,CVE-2020-6813,low,"March 10, 2020","When protecting CSS blocks with the nonce feature of Content Security Policy, the @import statement in the CSS block could allow an attacker to inject arbitrary styles, bypassing the intent of the Content Security Policy.",03/25/2020,CWE-Other,5.0 MEDIUM,<74.0,VERIFIED FIXED,normal,1577152680,1578993654,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1592078,CVE-2020-6814,high,"March 10, 2020","Mozilla developers Byron Campen, Jason Kratzer, and Christian Holler reported memory safety bugs present in Firefox 73 and Firefox ESR 68.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,RESOLVED FIXED,normal,1572291036,1581517721,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1604847,CVE-2020-6814,high,"March 10, 2020","Mozilla developers Byron Campen, Jason Kratzer, and Christian Holler reported memory safety bugs present in Firefox 73 and Firefox ESR 68.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,RESOLVED FIXED,critical,1576689655,1582277603,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1608256,CVE-2020-6814,high,"March 10, 2020","Mozilla developers Byron Campen, Jason Kratzer, and Christian Holler reported memory safety bugs present in Firefox 73 and Firefox ESR 68.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,RESOLVED FIXED,critical,1578603155,1581696175,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1612636,CVE-2020-6814,high,"March 10, 2020","Mozilla developers Byron Campen, Jason Kratzer, and Christian Holler reported memory safety bugs present in Firefox 73 and Firefox ESR 68.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,VERIFIED FIXED,critical,1580511493,1583184775,js/src/jit/CacheIR.cpp
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1614339,CVE-2020-6814,high,"March 10, 2020","Mozilla developers Byron Campen, Jason Kratzer, and Christian Holler reported memory safety bugs present in Firefox 73 and Firefox ESR 68.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,VERIFIED FIXED,critical,1581345014,1583309654,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1181957,CVE-2020-6815,high,"March 10, 2020","Mozilla developers Jason Kratzer, Boris Zbarsky, Tyson Smith, and Alexandru Michis reported memory safety and script safety bugs present in Firefox 73. Some of these bugs showed evidence of memory corruption or escalation of privilege and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,RESOLVED FIXED,normal,1436421230,1579946229,dom/html/nsTextEditorState.cpp
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1557732,CVE-2020-6815,high,"March 10, 2020","Mozilla developers Jason Kratzer, Boris Zbarsky, Tyson Smith, and Alexandru Michis reported memory safety and script safety bugs present in Firefox 73. Some of these bugs showed evidence of memory corruption or escalation of privilege and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,VERIFIED FIXED,normal,1559918744,1582277530,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1557739,CVE-2020-6815,high,"March 10, 2020","Mozilla developers Jason Kratzer, Boris Zbarsky, Tyson Smith, and Alexandru Michis reported memory safety and script safety bugs present in Firefox 73. Some of these bugs showed evidence of memory corruption or escalation of privilege and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,RESOLVED FIXED,normal,1559919285,1581050765,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1611457,CVE-2020-6815,high,"March 10, 2020","Mozilla developers Jason Kratzer, Boris Zbarsky, Tyson Smith, and Alexandru Michis reported memory safety and script safety bugs present in Firefox 73. Some of these bugs showed evidence of memory corruption or escalation of privilege and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,RESOLVED FIXED,normal,1579882499,1581050742,-
firefox74,https://bugzilla.mozilla.org/show_bug.cgi?id=1612431,CVE-2020-6815,high,"March 10, 2020","Mozilla developers Jason Kratzer, Boris Zbarsky, Tyson Smith, and Alexandru Michis reported memory safety and script safety bugs present in Firefox 73. Some of these bugs showed evidence of memory corruption or escalation of privilege and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/25/2020,CWE-119,7.5 HIGH,<74.0,RESOLVED FIXED,normal,1580420343,1581113807,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1610426,CVE-2020-6796,high,"February 11, 2020","A content process could have modified shared memory relating to crash reporting information, crash itself, and cause an out-of-bound write. This could have caused memory corruption and a potentially exploitable crash.",03/02/2020,CWE-787,6.8 MEDIUM,<73.0,RESOLVED FIXED,normal,1579586750,1579728810,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1596668,CVE-2020-6797,moderate,"February 11, 2020","By downloading a file with the .fileloc extension, a semi-privileged extension could launch an arbitrary application on the user's computer. The attacker is restricted as they are unable to download non-quarantined files or supply command line arguments to the application, limiting the impact.<br><em>Note: this issue only occurs on Mac OSX. Other operating systems are unaffected.</em>",03/02/2020,CWE-20,4.3 MEDIUM,<73.0,VERIFIED FIXED,normal,1573801886,1578930595,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1602944,CVE-2020-6798,moderate,"February 11, 2020","If a <code>&lt;template&gt;</code> tag was used in a <code>&lt;select%gt;</code> tag, the parser could be confused and allow JavaScript parsing and execution when it should not be allowed. A site that relied on the browser behaving correctly could suffer a cross-site scripting vulnerability as a result.",03/02/2020,CWE-79,4.3 MEDIUM,<73.0,RESOLVED FIXED,normal,1576015312,1578993809,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1606596,CVE-2020-6799,moderate,"February 11, 2020","Command line arguments could have been injected during Firefox invocation as a shell handler for certain unsupported file types. This required Firefox to be configured as the default handler for a given file type and for a file downloaded to be opened in a third party application that insufficiently sanitized URL data. In that situation, clicking a link in the third party application could have been used to retrieve and execute files whose location was supplied through command line arguments. <br><em>Note: This issue only affects Windows operating systems and when Firefox is configured as the default handler for non-default filetypes. Other operating systems are unaffected.</em>",03/02/2020,CWE-20,5.1 MEDIUM,<73.0,RESOLVED FIXED,normal,1577951683,1578993686,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1595786,CVE-2020-6800,high,"February 11, 2020","Mozilla developers and community members Raul Gurzau, Tyson Smith, Bob Clary, Liz Henry, and Christian Holler reported memory safety bugs present in Firefox 72 and Firefox ESR 68.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,VERIFIED FIXED,normal,1573571623,1576879945,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1596706,CVE-2020-6800,high,"February 11, 2020","Mozilla developers and community members Raul Gurzau, Tyson Smith, Bob Clary, Liz Henry, and Christian Holler reported memory safety bugs present in Firefox 72 and Firefox ESR 68.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,RESOLVED FIXED,critical,1573816788,1580247882,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1598543,CVE-2020-6800,high,"February 11, 2020","Mozilla developers and community members Raul Gurzau, Tyson Smith, Bob Clary, Liz Henry, and Christian Holler reported memory safety bugs present in Firefox 72 and Firefox ESR 68.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,VERIFIED FIXED,critical,1574405033,1579854240,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1604851,CVE-2020-6800,high,"February 11, 2020","Mozilla developers and community members Raul Gurzau, Tyson Smith, Bob Clary, Liz Henry, and Christian Holler reported memory safety bugs present in Firefox 72 and Firefox ESR 68.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,RESOLVED FIXED,normal,1576690135,1578650210,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1608580,CVE-2020-6800,high,"February 11, 2020","Mozilla developers and community members Raul Gurzau, Tyson Smith, Bob Clary, Liz Henry, and Christian Holler reported memory safety bugs present in Firefox 72 and Firefox ESR 68.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,Access Denied,-,-,-,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1608785,CVE-2020-6800,high,"February 11, 2020","Mozilla developers and community members Raul Gurzau, Tyson Smith, Bob Clary, Liz Henry, and Christian Holler reported memory safety bugs present in Firefox 72 and Firefox ESR 68.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,RESOLVED FIXED,critical,1578912284,1579103527,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1605777,CVE-2020-6800,high,"February 11, 2020","Mozilla developers and community members Raul Gurzau, Tyson Smith, Bob Clary, Liz Henry, and Christian Holler reported memory safety bugs present in Firefox 72 and Firefox ESR 68.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,RESOLVED FIXED,normal,1577133905,1580218486,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1601024,CVE-2020-6801,high,"February 11, 2020","Mozilla developers Jason Kratzer, Tyson Smith, and Christian Holler reported memory safety bugs present in Firefox 72. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,RESOLVED FIXED,normal,1575398341,1579687283,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1601712,CVE-2020-6801,high,"February 11, 2020","Mozilla developers Jason Kratzer, Tyson Smith, and Christian Holler reported memory safety bugs present in Firefox 72. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,RESOLVED FIXED,normal,1575568695,1578650165,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1604836,CVE-2020-6801,high,"February 11, 2020","Mozilla developers Jason Kratzer, Tyson Smith, and Christian Holler reported memory safety bugs present in Firefox 72. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,VERIFIED FIXED,normal,1576687508,1576857598,-
firefox73,https://bugzilla.mozilla.org/show_bug.cgi?id=1606492,CVE-2020-6801,high,"February 11, 2020","Mozilla developers Jason Kratzer, Tyson Smith, and Christian Holler reported memory safety bugs present in Firefox 72. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",03/02/2020,CWE-119,6.8 MEDIUM,<73.0,RESOLVED FIXED,normal,1577822965,1578479595,-
firefox72.0.1,https://bugzilla.mozilla.org/show_bug.cgi?id=1607443,CVE-2019-17026,critical,"January  8, 2020",Incorrect alias information in IonMonkey JIT compiler for setting array elements could lead to a type confusion. We are aware of targeted attacks in the wild abusing this flaw.,03/02/2020,CWE-843,6.8 MEDIUM,<72.0.1,VERIFIED FIXED,critical,1578404544,1578432708,"js/src/jit/JitFrames.cpp,js/src/vm/Interpreter.cpp,js/src/jit/CodeGenerator.cpp"
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1599005,CVE-2019-17015,high,"January  7, 2020","During the initialization of a new content process, a pointer offset can be manipulated leading to memory corruption and a potentially exploitable crash in the parent process. <br><em>Note: this issue only occurs on Windows. Other operating systems are unaffected.</em>",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1574666187,1577696632,security/sandbox/chromium/sandbox/win/src/target_process.cc
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1599181,CVE-2019-17016,high,"January  7, 2020","When pasting a <code>&lt;style&gt;</code> tag from the clipboard into a rich text editor, the CSS sanitizer incorrectly rewrites a @namespace rule. This could allow for injection into certain types of websites resulting in data exfiltration.",01/08/2020,CWE-79,4.3 MEDIUM,<72.0,VERIFIED FIXED,normal,1574706206,1576057868,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1603055,CVE-2019-17017,high,"January  7, 2020","Due to a missing case handling object types, a type confusion vulnerability could occur, resulting in a crash. We presume that with enough effort that it could be exploited to run arbitrary code.",01/08/2020,CWE-843,6.8 MEDIUM,<72.0,RESOLVED FIXED,critical,1576058397,1577828819,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1549394,CVE-2019-17018,moderate,"January  7, 2020","When in Private Browsing Mode on Windows 10, the Windows keyboard may retain word suggestions to improve the accuracy of the keyboard.",01/08/2020,CWE-200,5.0 MEDIUM,<72.0,RESOLVED FIXED,normal,1557152198,1574372957,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1568003,CVE-2019-17019,moderate,"January  7, 2020","When Python was installed on Windows, a python file being served with the MIME type of <code>text/plain</code> could be executed by Python instead of being opened as a text file when the Open option was selected upon download. <br><em>Note: this issue only occurs on Windows. Other operating systems are unaffected.</em>",01/08/2020,CWE-20,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1563823252,1576764145,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1597645,CVE-2019-17020,moderate,"January  7, 2020","If an XML file is served with a Content Security Policy and the XML file includes an XSL stylesheet, the Content Security Policy will not be applied to the contents of the XSL stylesheet. If the XSL sheet e.g. includes JavaScript, it would bypass any of the restrictions of the Content Security Policy applied to the XML document.",01/08/2020,CWE-20,4.3 MEDIUM,<72.0,RESOLVED FIXED,normal,1574157566,1574932423,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1599008,CVE-2019-17021,moderate,"January  7, 2020","During the initialization of a new content process, a race condition occurs that can allow a content process to disclose heap addresses from the parent process. <br><em>Note: this issue only occurs on Windows. Other operating systems are unaffected.</em>",01/08/2020,CWE-200,2.6 LOW,<72.0,RESOLVED FIXED,normal,1574668345,1577703603,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1602843,CVE-2019-17022,moderate,"January  7, 2020","When pasting a <code>&lt;style&gt;</code> tag from the clipboard into a rich text editor, the CSS sanitizer does not escape &lt; and &gt; characters. Because the resulting string is pasted directly into the text node of the element this does not result in a direct injection into the webpage; however, if a webpage subsequently copies the node's innerHTML, assigning it to another innerHTML, this would result in an XSS vulnerability. Two WYSIWYG editors were identified with this behavior, more may exist.",01/08/2020,CWE-79,4.3 MEDIUM,<72.0,VERIFIED FIXED,normal,1575998857,1576231306,"layout/style/test/gtest/StyloParsingBench.cpp,layout/style/StyleSheet.cpp,dom/base/nsTreeSanitizer.cpp"
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1590001,CVE-2019-17023,low,"January  7, 2020","After a HelloRetryRequest has been sent, the client may negotiate a lower protocol that TLS 1.3, resulting in an invalid state transition in the TLS State Machine. If the client gets into this state, incoming Application Data records will be ignored.",01/08/2020,CWE-287,4.3 MEDIUM,<72.0,RESOLVED FIXED,critical,1571640949,1574718073,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1507180,CVE-2019-17024,high,"January  7, 2020","Mozilla developers Jason Kratzer, Christian Holler, and Bob Clary reported memory safety bugs present in Firefox 71 and Firefox ESR 68.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1542210844,1576086941,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1595470,CVE-2019-17024,high,"January  7, 2020","Mozilla developers Jason Kratzer, Christian Holler, and Bob Clary reported memory safety bugs present in Firefox 71 and Firefox ESR 68.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<72.0,RESOLVED FIXED,critical,1573472233,1573818035,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1598605,CVE-2019-17024,high,"January  7, 2020","Mozilla developers Jason Kratzer, Christian Holler, and Bob Clary reported memory safety bugs present in Firefox 71 and Firefox ESR 68.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<72.0,RESOLVED FIXED,critical,1574426845,1576086896,"security/manager/ssl/nsNSSCertificate.cpp,security/manager/ssl/nsNSSCertHelper.cpp,security/manager/ssl/SSLServerCertVerification.cpp"
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1601826,CVE-2019-17024,high,"January  7, 2020","Mozilla developers Jason Kratzer, Christian Holler, and Bob Clary reported memory safety bugs present in Firefox 71 and Firefox ESR 68.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<72.0,VERIFIED FIXED,critical,1575593142,1576505860,"layout/painting/RetainedDisplayListBuilder.cpp,layout/base/PresShell.cpp,layout/base/nsDocumentViewer.cpp,layout/base/nsPresContext.cpp,dom/base/nsGlobalWindowOuter.cpp,layout/painting/nsDisplayList.cpp,layout/printing/nsPrintJob.cpp,dom/base/Document.cpp,layout/generic/nsSubDocumentFrame.cpp"
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1328295,CVE-2019-17025,high,"January  7, 2020","Mozilla developers Karl Tomlinson, Jason Kratzer, Tyson Smith, Jon Coppeard, and Christian Holler reported memory safety bugs present in Firefox 71. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,critical,1483460815,1574808820,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1328300,CVE-2019-17025,high,"January  7, 2020","Mozilla developers Karl Tomlinson, Jason Kratzer, Tyson Smith, Jon Coppeard, and Christian Holler reported memory safety bugs present in Firefox 71. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,critical,1483461250,1574808801,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1590447,CVE-2019-17025,high,"January  7, 2020","Mozilla developers Karl Tomlinson, Jason Kratzer, Tyson Smith, Jon Coppeard, and Christian Holler reported memory safety bugs present in Firefox 71. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1571758357,1572385269,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1590965,CVE-2019-17025,high,"January  7, 2020","Mozilla developers Karl Tomlinson, Jason Kratzer, Tyson Smith, Jon Coppeard, and Christian Holler reported memory safety bugs present in Firefox 71. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1571890623,1573552148,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1595692,CVE-2019-17025,high,"January  7, 2020","Mozilla developers Karl Tomlinson, Jason Kratzer, Tyson Smith, Jon Coppeard, and Christian Holler reported memory safety bugs present in Firefox 71. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1573546594,1574978299,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1597321,CVE-2019-17025,high,"January  7, 2020","Mozilla developers Karl Tomlinson, Jason Kratzer, Tyson Smith, Jon Coppeard, and Christian Holler reported memory safety bugs present in Firefox 71. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1574095968,1574268131,-
firefox72,https://bugzilla.mozilla.org/show_bug.cgi?id=1597481,CVE-2019-17025,high,"January  7, 2020","Mozilla developers Karl Tomlinson, Jason Kratzer, Tyson Smith, Jon Coppeard, and Christian Holler reported memory safety bugs present in Firefox 71. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-787,6.8 MEDIUM,<72.0,RESOLVED FIXED,normal,1574111434,1576580201,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1508776,CVE-2019-11756,high,"December  3, 2019",Improper refcounting of soft token session objects could cause a use-after-free and crash (likely limited to a denial of service).,01/08/2020,CWE-416,6.8 MEDIUM,<71.0,RESOLVED FIXED,normal,1542744340,1569621903,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1546331,CVE-2019-17008,high,"December  3, 2019","When using nested workers, a use-after-free could occur during worker destruction. This resulted in a potentially exploitable crash.",01/08/2020,CWE-416,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1556017305,1573863361,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1580156,CVE-2019-13722,high,"December  3, 2019","When setting a thread name on Windows in WebRTC, an incorrect number of arguments could have been supplied, leading to stack corruption and a potentially exploitable crash. <br><em>Note: this issue only occurs on Windows. Other operating systems are unaffected.</em>",01/14/2020,CWE-787,4.3 MEDIUM,-,RESOLVED FIXED,normal,1568117348,1573817956,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1586176,CVE-2019-11745,high,"December  3, 2019","When encrypting with a block cipher, if a call to <code>NSC_EncryptUpdate</code> was made with data smaller than the block size, a small out of bounds write could occur. This could have caused heap corruption and a potentially exploitable crash.",01/08/2020,CWE-787,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1570168830,1574189823,"gtests/pk11_gtest/pk11_cbc_unittest.cc,lib/softoken/pkcs11c.c"
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1322864,CVE-2019-17014,moderate,"December  3, 2019","If an image had not loaded correctly (such as when it is not actually an image), it could be dragged and dropped cross-domain, resulting in a cross-origin information leak.",01/08/2020,CWE-829,4.3 MEDIUM,<71.0,VERIFIED FIXED,normal,1481412727,1572472880,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1510494,CVE-2019-17009,moderate,"December  3, 2019","When running, the updater service wrote status and log files to an unrestricted location; potentially allowing an unprivileged process to locate and exploit a vulnerability in file handling in the updater service. <br><em>Note: This attack requires local system access and only affects Windows. Other operating systems are not affected.</em>",01/08/2020,CWE-noinfo,4.6 MEDIUM,<71.0,VERIFIED FIXED,normal,1543367408,1570571485,"toolkit/mozapps/update/updater/updater.cpp,toolkit/mozapps/update/common/updatehelper.cpp,toolkit/components/maintenanceservice/maintenanceservice.cpp,toolkit/mozapps/update/common/updatecommon.cpp,toolkit/components/maintenanceservice/workmonitor.cpp,toolkit/mozapps/update/common/updateutils_win.cpp"
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1581084,CVE-2019-17010,moderate,"December  3, 2019","Under certain conditions, when checking the Resist Fingerprinting preference during device orientation checks, a race condition could have caused a use-after-free and a potentially exploitable crash.",01/08/2020,CWE-416,5.1 MEDIUM,<71.0,RESOLVED FIXED,normal,1568369694,1572905780,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1584170,CVE-2019-17005,moderate,"December  3, 2019",The plain text serializer used a fixed-size array for the number of <ol> elements it could process; however it was possible to overflow the static-sized array leading to memory corruption and a potentially exploitable crash.,01/08/2020,CWE-120,6.8 MEDIUM,<71.0,VERIFIED FIXED,normal,1569501093,1571695736,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1591334,CVE-2019-17011,moderate,"December  3, 2019","Under certain conditions, when retrieving a document from a DocShell in the antitracking code, a race condition could cause a use-after-free condition and a potentially exploitable crash.",01/08/2020,CWE-416,5.1 MEDIUM,<71.0,RESOLVED FIXED,normal,1571986744,1572905847,-
firefox71,https://bugzilla.mozilla.org/show_bug.cgi?id=1449736,CVE-2019-17012,high,"December  3, 2019","Mozilla developers Christoph Diehl, Nathan Froyd, Jason Kratzer, Christian Holler, Karl Tomlinson, Tyson Smith reported memory safety bugs present in Firefox 70 and Firefox ESR 68.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code.",01/08/2020,CWE-120,6.8 MEDIUM,<71.0,RESOLVED FIXED,critical,1522270687,1572944398,-
